URL;Start Time;End Time;Response Time;Latency;Status Code
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:02.205Z;2023-12-08T13:51:03.588Z;1.38s;1.38s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:02.204Z;2023-12-08T13:51:03.592Z;1.39s;1.39s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:02.203Z;2023-12-08T13:51:03.594Z;1.39s;1.39s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:02.204Z;2023-12-08T13:51:03.597Z;1.39s;1.39s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:02.199Z;2023-12-08T13:51:03.597Z;1.40s;1.40s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:04.599Z;2023-12-08T13:51:05.915Z;1.32s;1.32s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:04.600Z;2023-12-08T13:51:05.918Z;1.32s;1.32s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:04.604Z;2023-12-08T13:51:05.927Z;1.32s;1.32s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:04.603Z;2023-12-08T13:51:05.943Z;1.34s;1.34s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:04.602Z;2023-12-08T13:51:05.962Z;1.36s;1.36s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:04.598Z;2023-12-08T13:51:05.967Z;1.37s;1.37s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:04.601Z;2023-12-08T13:51:05.975Z;1.37s;1.37s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:04.605Z;2023-12-08T13:51:05.979Z;1.37s;1.37s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:04.600Z;2023-12-08T13:51:05.990Z;1.39s;1.39s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:04.602Z;2023-12-08T13:51:06.001Z;1.40s;1.40s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:04.603Z;2023-12-08T13:51:06.006Z;1.40s;1.40s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:04.604Z;2023-12-08T13:51:06.013Z;1.41s;1.41s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:04.601Z;2023-12-08T13:51:06.015Z;1.41s;1.41s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:04.601Z;2023-12-08T13:51:06.053Z;1.45s;1.45s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:04.605Z;2023-12-08T13:51:06.056Z;1.45s;1.45s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:07.061Z;2023-12-08T13:51:08.357Z;1.30s;1.30s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:07.061Z;2023-12-08T13:51:08.386Z;1.32s;1.32s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:07.062Z;2023-12-08T13:51:08.386Z;1.32s;1.32s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:07.059Z;2023-12-08T13:51:08.395Z;1.34s;1.34s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:07.060Z;2023-12-08T13:51:08.396Z;1.34s;1.34s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:07.058Z;2023-12-08T13:51:08.397Z;1.34s;1.34s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:07.062Z;2023-12-08T13:51:08.412Z;1.35s;1.35s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:07.065Z;2023-12-08T13:51:08.429Z;1.36s;1.36s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:07.064Z;2023-12-08T13:51:08.436Z;1.37s;1.37s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:07.065Z;2023-12-08T13:51:08.441Z;1.38s;1.38s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:07.061Z;2023-12-08T13:51:08.448Z;1.39s;1.39s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:07.060Z;2023-12-08T13:51:08.468Z;1.41s;1.41s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:07.063Z;2023-12-08T13:51:08.476Z;1.41s;1.41s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:07.063Z;2023-12-08T13:51:08.479Z;1.42s;1.42s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:07.064Z;2023-12-08T13:51:08.503Z;1.44s;1.44s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:09.513Z;2023-12-08T13:51:10.787Z;1.27s;1.27s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:09.508Z;2023-12-08T13:51:10.789Z;1.28s;1.28s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:09.520Z;2023-12-08T13:51:10.821Z;1.30s;1.30s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:09.518Z;2023-12-08T13:51:10.834Z;1.32s;1.32s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:09.511Z;2023-12-08T13:51:10.838Z;1.33s;1.33s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:09.523Z;2023-12-08T13:51:10.842Z;1.32s;1.32s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:09.516Z;2023-12-08T13:51:10.843Z;1.33s;1.33s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:09.523Z;2023-12-08T13:51:10.874Z;1.35s;1.35s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:09.521Z;2023-12-08T13:51:10.875Z;1.35s;1.35s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:09.522Z;2023-12-08T13:51:10.880Z;1.36s;1.36s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:09.520Z;2023-12-08T13:51:10.905Z;1.39s;1.39s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:09.521Z;2023-12-08T13:51:10.906Z;1.39s;1.39s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:09.523Z;2023-12-08T13:51:10.912Z;1.39s;1.39s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:09.520Z;2023-12-08T13:51:10.916Z;1.40s;1.40s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:09.522Z;2023-12-08T13:51:10.936Z;1.41s;1.41s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:11.947Z;2023-12-08T13:51:13.203Z;1.26s;1.26s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:11.955Z;2023-12-08T13:51:13.206Z;1.25s;1.25s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:11.955Z;2023-12-08T13:51:13.223Z;1.27s;1.27s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:11.945Z;2023-12-08T13:51:13.224Z;1.28s;1.28s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:11.941Z;2023-12-08T13:51:13.226Z;1.28s;1.28s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:11.950Z;2023-12-08T13:51:13.269Z;1.32s;1.32s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:11.956Z;2023-12-08T13:51:13.269Z;1.31s;1.31s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:11.953Z;2023-12-08T13:51:13.275Z;1.32s;1.32s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:11.953Z;2023-12-08T13:51:13.284Z;1.33s;1.33s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:11.955Z;2023-12-08T13:51:13.289Z;1.33s;1.33s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:11.952Z;2023-12-08T13:51:13.319Z;1.37s;1.37s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:11.956Z;2023-12-08T13:51:13.329Z;1.37s;1.37s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:11.957Z;2023-12-08T13:51:13.344Z;1.39s;1.39s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:11.954Z;2023-12-08T13:51:13.347Z;1.39s;1.39s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:11.954Z;2023-12-08T13:51:13.400Z;1.45s;1.45s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:14.420Z;2023-12-08T13:51:15.685Z;1.26s;1.26s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:14.416Z;2023-12-08T13:51:15.686Z;1.27s;1.27s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:14.421Z;2023-12-08T13:51:15.693Z;1.27s;1.27s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:14.420Z;2023-12-08T13:51:15.727Z;1.31s;1.31s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:14.423Z;2023-12-08T13:51:15.745Z;1.32s;1.32s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:14.408Z;2023-12-08T13:51:15.748Z;1.34s;1.34s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:14.419Z;2023-12-08T13:51:15.758Z;1.34s;1.34s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:14.423Z;2023-12-08T13:51:15.760Z;1.34s;1.34s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:14.422Z;2023-12-08T13:51:15.770Z;1.35s;1.35s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:14.424Z;2023-12-08T13:51:15.780Z;1.36s;1.36s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:14.422Z;2023-12-08T13:51:15.801Z;1.38s;1.38s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:14.421Z;2023-12-08T13:51:15.818Z;1.40s;1.40s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:14.424Z;2023-12-08T13:51:15.819Z;1.40s;1.40s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:14.421Z;2023-12-08T13:51:15.820Z;1.40s;1.40s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:14.413Z;2023-12-08T13:51:15.822Z;1.41s;1.41s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:16.823Z;2023-12-08T13:51:18.081Z;1.26s;1.26s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:16.824Z;2023-12-08T13:51:18.089Z;1.26s;1.26s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:16.826Z;2023-12-08T13:51:18.127Z;1.30s;1.30s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:16.829Z;2023-12-08T13:51:18.128Z;1.30s;1.30s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:16.825Z;2023-12-08T13:51:18.133Z;1.31s;1.31s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:16.826Z;2023-12-08T13:51:18.149Z;1.32s;1.32s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:16.825Z;2023-12-08T13:51:18.151Z;1.33s;1.33s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:16.826Z;2023-12-08T13:51:18.160Z;1.33s;1.33s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:16.822Z;2023-12-08T13:51:18.162Z;1.34s;1.34s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:16.828Z;2023-12-08T13:51:18.183Z;1.35s;1.35s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:16.828Z;2023-12-08T13:51:18.184Z;1.36s;1.36s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:16.824Z;2023-12-08T13:51:18.201Z;1.38s;1.38s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:16.830Z;2023-12-08T13:51:18.215Z;1.39s;1.39s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:16.827Z;2023-12-08T13:51:18.218Z;1.39s;1.39s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:16.827Z;2023-12-08T13:51:18.221Z;1.39s;1.39s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:19.245Z;2023-12-08T13:51:20.550Z;1.30s;1.30s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:19.241Z;2023-12-08T13:51:20.562Z;1.32s;1.32s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:19.250Z;2023-12-08T13:51:20.562Z;1.31s;1.31s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:19.247Z;2023-12-08T13:51:20.581Z;1.33s;1.33s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:19.248Z;2023-12-08T13:51:20.593Z;1.34s;1.34s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:19.247Z;2023-12-08T13:51:20.593Z;1.35s;1.35s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:19.235Z;2023-12-08T13:51:20.595Z;1.36s;1.36s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:19.239Z;2023-12-08T13:51:20.601Z;1.36s;1.36s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:19.251Z;2023-12-08T13:51:20.613Z;1.36s;1.36s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:19.243Z;2023-12-08T13:51:20.622Z;1.38s;1.38s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:19.249Z;2023-12-08T13:51:20.630Z;1.38s;1.38s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:19.248Z;2023-12-08T13:51:20.633Z;1.39s;1.39s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:19.249Z;2023-12-08T13:51:20.661Z;1.41s;1.41s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:19.250Z;2023-12-08T13:51:20.662Z;1.41s;1.41s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:19.246Z;2023-12-08T13:51:20.679Z;1.43s;1.43s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:21.686Z;2023-12-08T13:51:22.967Z;1.28s;1.28s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:21.689Z;2023-12-08T13:51:22.979Z;1.29s;1.29s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:21.685Z;2023-12-08T13:51:22.980Z;1.29s;1.29s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:21.685Z;2023-12-08T13:51:22.986Z;1.30s;1.30s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:21.687Z;2023-12-08T13:51:23.019Z;1.33s;1.33s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:21.688Z;2023-12-08T13:51:23.025Z;1.34s;1.34s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:21.686Z;2023-12-08T13:51:23.049Z;1.36s;1.36s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:21.683Z;2023-12-08T13:51:23.058Z;1.38s;1.38s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:21.686Z;2023-12-08T13:51:23.060Z;1.37s;1.37s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:21.689Z;2023-12-08T13:51:23.085Z;1.40s;1.40s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:21.684Z;2023-12-08T13:51:23.091Z;1.41s;1.41s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:21.687Z;2023-12-08T13:51:23.108Z;1.42s;1.42s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:21.690Z;2023-12-08T13:51:23.109Z;1.42s;1.42s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:21.688Z;2023-12-08T13:51:23.112Z;1.42s;1.42s;201
https://8322cbcz5p.us-east-2.awsapprunner.com/v1/transactions;2023-12-08T13:51:21.690Z;2023-12-08T13:51:23.113Z;1.42s;1.42s;201
